tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name	gene_source	protein_id	transcript_biotype	transcript_name	transcript_source	ensembl_canonical	seleno
XM_026439551	LOC409422	CM009933.2	+	30	6561	4263	1584	714	protein_coding		RefSeq	XP_026295336	protein_coding		RefSeq	False	False
XM_026439582	LOC409422	CM009933.2	+	30	6483	4263	1506	714	protein_coding		RefSeq	XP_026295367	protein_coding		RefSeq	False	False
XM_026439583	LOC409422	CM009933.2	+	30	6483	4263	1506	714	protein_coding		RefSeq	XP_026295368	protein_coding		RefSeq	False	False
XM_026439579	LOC409422	CM009933.2	+	30	6548	4263	1571	714	protein_coding		RefSeq	XP_026295364	protein_coding		RefSeq	False	False
XM_026439578	LOC409422	CM009933.2	+	30	6641	4263	1664	714	protein_coding		RefSeq	XP_026295363	protein_coding		RefSeq	False	False
XM_026439569	LOC409422	CM009933.2	+	31	6361	4263	1384	714	protein_coding		RefSeq	XP_026295354	protein_coding		RefSeq	False	False
XR_003304289	LOC409422	CM009933.2	+	6	1031	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026439556	LOC409422	CM009933.2	+	30	6651	4263	1674	714	protein_coding		RefSeq	XP_026295341	protein_coding		RefSeq	False	False
XR_003304288	LOC409422	CM009933.2	+	6	965	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026439547	LOC409422	CM009933.2	+	30	6440	4263	1463	714	protein_coding		RefSeq	XP_026295332	protein_coding		RefSeq	False	False
XM_026439555	LOC409422	CM009933.2	+	30	6657	4263	1680	714	protein_coding		RefSeq	XP_026295340	protein_coding		RefSeq	True	False
XM_026439586	LOC409422	CM009933.2	+	22	5380	4263	403	714	protein_coding		RefSeq	XP_026295371	protein_coding		RefSeq	False	False
XM_026439552	LOC409422	CM009933.2	+	30	6561	4263	1584	714	protein_coding		RefSeq	XP_026295337	protein_coding		RefSeq	False	False
XM_026439550	LOC409422	CM009933.2	+	30	6445	4263	1468	714	protein_coding		RefSeq	XP_026295335	protein_coding		RefSeq	False	False
XM_026439575	LOC409422	CM009933.2	+	30	6647	4263	1670	714	protein_coding		RefSeq	XP_026295360	protein_coding		RefSeq	False	False
XR_003304290	LOC409422	CM009933.2	+	6	963	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026439546	LOC409422	CM009933.2	+	30	6440	4263	1463	714	protein_coding		RefSeq	XP_026295331	protein_coding		RefSeq	False	False
XM_026439563	LOC409422	CM009933.2	+	31	6417	4263	1440	714	protein_coding		RefSeq	XP_026295348	protein_coding		RefSeq	False	False
XM_026439561	LOC409422	CM009933.2	+	30	6654	4263	1677	714	protein_coding		RefSeq	XP_026295346	protein_coding		RefSeq	False	False
XR_003304286	LOC409422	CM009933.2	+	10	1653	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_003304292	LOC409422	CM009933.2	+	6	1023	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026439567	LOC409422	CM009933.2	+	31	6362	4263	1385	714	protein_coding		RefSeq	XP_026295352	protein_coding		RefSeq	False	False
XM_026439554	LOC409422	CM009933.2	+	30	6504	4263	1527	714	protein_coding		RefSeq	XP_026295339	protein_coding		RefSeq	False	False
XM_026439574	LOC409422	CM009933.2	+	30	6551	4263	1574	714	protein_coding		RefSeq	XP_026295359	protein_coding		RefSeq	False	False
XM_026439572	LOC409422	CM009933.2	+	30	6486	4263	1509	714	protein_coding		RefSeq	XP_026295357	protein_coding		RefSeq	False	False
XM_026439573	LOC409422	CM009933.2	+	30	6551	4263	1574	714	protein_coding		RefSeq	XP_026295358	protein_coding		RefSeq	False	False
XM_026439549	LOC409422	CM009933.2	+	30	6439	4263	1462	714	protein_coding		RefSeq	XP_026295334	protein_coding		RefSeq	False	False
XM_026439558	LOC409422	CM009933.2	+	30	6651	4263	1674	714	protein_coding		RefSeq	XP_026295343	protein_coding		RefSeq	False	False
XM_026439585	LOC409422	CM009933.2	+	23	5437	4263	460	714	protein_coding		RefSeq	XP_026295370	protein_coding		RefSeq	False	False
XM_026439548	LOC409422	CM009933.2	+	30	6439	4263	1462	714	protein_coding		RefSeq	XP_026295333	protein_coding		RefSeq	False	False
XM_026439584	LOC409422	CM009933.2	+	22	5384	4263	408	713	protein_coding		RefSeq	XP_026295369	protein_coding		RefSeq	False	False
XR_003304287	LOC409422	CM009933.2	+	10	1579	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_003304285	LOC409422	CM009933.2	+	10	1588	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026439564	LOC409422	CM009933.2	+	31	6479	4263	1502	714	protein_coding		RefSeq	XP_026295349	protein_coding		RefSeq	False	False
XM_026439568	LOC409422	CM009933.2	+	31	6361	4263	1384	714	protein_coding		RefSeq	XP_026295353	protein_coding		RefSeq	False	False
XM_026439566	LOC409422	CM009933.2	+	31	6388	4263	1411	714	protein_coding		RefSeq	XP_026295351	protein_coding		RefSeq	False	False
XM_026439580	LOC409422	CM009933.2	+	30	6330	4263	1353	714	protein_coding		RefSeq	XP_026295365	protein_coding		RefSeq	False	False
XM_026439557	LOC409422	CM009933.2	+	30	6657	4263	1680	714	protein_coding		RefSeq	XP_026295342	protein_coding		RefSeq	False	False
XM_026439559	LOC409422	CM009933.2	+	30	6558	4263	1581	714	protein_coding		RefSeq	XP_026295344	protein_coding		RefSeq	False	False
XM_026439602	LOC100576098	CM009933.2	+	2	711	306	264	141	protein_coding		RefSeq	XP_026295387	protein_coding		RefSeq	True	False
XM_396054	LOC412599	CM009933.2	-	6	1642	993	140	509	protein_coding		RefSeq	XP_396054	protein_coding		RefSeq	True	False
XM_026439676	LOC412599	CM009933.2	-	5	1520	993	17	510	protein_coding		RefSeq	XP_026295461	protein_coding		RefSeq	False	False
XM_392262	LOC408727	CM009933.2	-	7	2669	2034	319	316	protein_coding		RefSeq	XP_392262	protein_coding		RefSeq	True	False
XR_003304469	LOC113218687	CM009933.2	+	1	119	0	0	0	rRNA		RefSeq		rRNA		RefSeq	True	False
XM_001120821	LOC724921	CM009933.2	-	3	1451	630	51	770	protein_coding		RefSeq	XP_001120821	protein_coding		RefSeq	False	False
XM_016911261	LOC724921	CM009933.2	-	3	1539	651	118	770	protein_coding		RefSeq	XP_016766750	protein_coding		RefSeq	True	False
XR_001702597	LOC107964225	CM009933.2	-	2	351	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304279	LOC113218626	CM009933.2	-	3	624	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026439435	LOC100578464	CM009933.2	-	2	687	408	216	63	protein_coding		RefSeq	XP_026295220	protein_coding		RefSeq	True	False
XR_003304258	LOC100578464	CM009933.2	-	2	2100	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_001121893	LOC726131	CM009933.2	+	4	536	312	127	97	protein_coding		RefSeq	XP_001121893	protein_coding		RefSeq	True	False
XR_003304390	LOC102656299	CM009933.2	+	5	1517	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003304389	LOC102656299	CM009933.2	+	4	1920	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016911285	LOC100577932	CM009933.2	-	3	1602	288	643	671	protein_coding		RefSeq	XP_016766774	protein_coding		RefSeq	False	False
XM_016911284	LOC100577932	CM009933.2	-	3	1651	297	643	711	protein_coding		RefSeq	XP_016766773	protein_coding		RefSeq	False	False
XM_006558009	LOC100577932	CM009933.2	-	3	995	324	643	28	protein_coding		RefSeq	XP_006558072	protein_coding		RefSeq	True	False
XM_016911493	LOC552629	CM009933.2	+	7	1187	807	129	251	protein_coding		RefSeq	XP_016766982	protein_coding		RefSeq	False	False
XM_016911494	LOC552629	CM009933.2	+	7	935	798	129	8	protein_coding		RefSeq	XP_016766983	protein_coding		RefSeq	False	False
XM_006559700	LOC552629	CM009933.2	+	7	1191	792	148	251	protein_coding		RefSeq	XP_006559763	protein_coding		RefSeq	False	False
XM_016911492	LOC552629	CM009933.2	+	7	954	816	130	8	protein_coding		RefSeq	XP_016766981	protein_coding		RefSeq	False	False
XM_006559699	LOC552629	CM009933.2	+	8	1322	825	246	251	protein_coding		RefSeq	XP_006559762	protein_coding		RefSeq	True	False
XR_119705	LOC100577264	CM009933.2	-	2	761	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
GeneID_107964244_t1	GeneID_107964244	CM009933.2	-	1	73	0	0	0	tRNA	TRNAV-AAC-2	RefSeq		tRNA	TRNAV-AAC-2_t1	RefSeq	True	False
XM_394966	LOC411493	CM009933.2	-	3	720	615	48	57	protein_coding		RefSeq	XP_394966	protein_coding		RefSeq	True	False
XR_001702505	LOC102654882	CM009933.2	-	3	615	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_411463	LOC102654882	CM009933.2	-	2	688	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016911504	LOC411613	CM009933.2	-	5	1264	990	255	19	protein_coding		RefSeq	XP_016766993	protein_coding		RefSeq	True	False
XM_016911505	LOC411613	CM009933.2	-	5	1453	882	552	19	protein_coding		RefSeq	XP_016766994	protein_coding		RefSeq	False	False
XM_395083	LOC411613	CM009933.2	-	5	1428	960	230	238	protein_coding		RefSeq	XP_395083	protein_coding		RefSeq	False	False
XM_006557996	LOC100577678	CM009933.2	+	3	2201	1869	258	74	protein_coding		RefSeq	XP_006558059	protein_coding		RefSeq	False	False
XM_003249152	LOC100577678	CM009933.2	+	3	2322	2106	143	73	protein_coding		RefSeq	XP_003249200	protein_coding		RefSeq	True	False
XR_003304403	LOC102654788	CM009933.2	+	4	2423	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304402	LOC102654788	CM009933.2	+	3	1396	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_006563879	LOC102655392	CM009933.2	+	2	6708	1383	1284	4041	protein_coding		RefSeq	XP_006563942	protein_coding		RefSeq	True	False
XM_394416	LOC410940	CM009933.2	+	26	4374	3894	377	103	protein_coding		RefSeq	XP_394416	protein_coding		RefSeq	True	False
XM_394434	LOC410958	CM009933.2	-	2	4510	3150	310	1050	protein_coding		RefSeq	XP_394434	protein_coding		RefSeq	True	False
XR_003304374	LOC724559	CM009933.2	-	9	1640	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_001120448	LOC724559	CM009933.2	-	9	1752	1392	310	50	protein_coding		RefSeq	XP_001120448	protein_coding		RefSeq	True	False
XM_006569844	LOC410910	CM009933.2	-	6	2652	1998	318	336	protein_coding		RefSeq	XP_006569907	protein_coding		RefSeq	True	False
XM_006569846	LOC410910	CM009933.2	-	6	2665	1824	318	523	protein_coding		RefSeq	XP_006569909	protein_coding		RefSeq	False	False
XM_006569845	LOC410910	CM009933.2	-	6	2649	1995	318	336	protein_coding		RefSeq	XP_006569908	protein_coding		RefSeq	False	False
XM_006569847	LOC410910	CM009933.2	-	6	2273	1806	318	149	protein_coding		RefSeq	XP_006569910	protein_coding		RefSeq	False	False
XM_026439415	LOC113218554	CM009933.2	+	1	4050	2805	678	567	protein_coding		RefSeq	XP_026295200	protein_coding		RefSeq	True	False
XM_026439663	LOC551170	CM009933.2	+	164	55441	54696	174	571	protein_coding		RefSeq	XP_026295448	protein_coding		RefSeq	False	False
XM_026439664	LOC551170	CM009933.2	+	175	55423	54678	174	571	protein_coding		RefSeq	XP_026295449	protein_coding		RefSeq	False	False
XM_026439662	LOC551170	CM009933.2	+	174	58868	58122	175	571	protein_coding		RefSeq	XP_026295447	protein_coding		RefSeq	False	False
XM_026439660	LOC551170	CM009933.2	+	177	59153	58407	175	571	protein_coding		RefSeq	XP_026295445	protein_coding		RefSeq	False	False
XM_026439659	LOC551170	CM009933.2	+	176	59231	58485	175	571	protein_coding		RefSeq	XP_026295444	protein_coding		RefSeq	False	False
XM_026439658	LOC551170	CM009933.2	+	177	59314	58488	255	571	protein_coding		RefSeq	XP_026295443	protein_coding		RefSeq	True	False
XM_026439661	LOC551170	CM009933.2	+	175	59045	58299	175	571	protein_coding		RefSeq	XP_026295446	protein_coding		RefSeq	False	False
XM_026439665	LOC551170	CM009933.2	+	174	54637	53892	174	571	protein_coding		RefSeq	XP_026295450	protein_coding		RefSeq	False	False
XM_016911287	LOC413288	CM009933.2	+	9	7039	2307	175	4557	protein_coding		RefSeq	XP_016766776	protein_coding		RefSeq	False	False
XM_006567984	LOC413288	CM009933.2	+	11	7475	2475	460	4540	protein_coding		RefSeq	XP_006568047	protein_coding		RefSeq	False	False
XM_006567987	LOC413288	CM009933.2	+	10	7751	2475	736	4540	protein_coding		RefSeq	XP_006568050	protein_coding		RefSeq	True	False
XM_006567985	LOC413288	CM009933.2	+	11	7465	2475	450	4540	protein_coding		RefSeq	XP_006568048	protein_coding		RefSeq	False	False
XM_006567986	LOC413288	CM009933.2	+	10	7335	2475	320	4540	protein_coding		RefSeq	XP_006568049	protein_coding		RefSeq	False	False
XM_394445	LOC410969	CM009933.2	-	3	2342	711	746	885	protein_coding		RefSeq	XP_394445	protein_coding		RefSeq	True	False
XM_006558388	LOC410969	CM009933.2	-	4	2141	711	746	684	protein_coding		RefSeq	XP_006558451	protein_coding		RefSeq	False	False
XM_006558389	LOC410969	CM009933.2	-	3	2236	699	746	791	protein_coding		RefSeq	XP_006558452	protein_coding		RefSeq	False	False
XR_003304452	LOC113218673	CM009933.2	+	5	1266	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_001120184	LOC724363	CM009933.2	+	3	1053	645	149	259	protein_coding		RefSeq	XP_001120184	protein_coding		RefSeq	True	False
NR_130408	GeneID_104794354	CM009933.2	+	1	80	0	0	0	miRNA	Mir6062	RefSeq		pre_miRNA		RefSeq	True	False
GeneID_104794354_t1	GeneID_104794354	CM009933.2	+	1	22	0	0	0	miRNA	Mir6062	RefSeq		miRNA	Mir6062_t1	RefSeq	False	False
XM_026439700	LOC724215	CM009933.2	+	23	4706	4551	15	140	protein_coding		RefSeq	XP_026295485	protein_coding		RefSeq	False	False
XM_026439699	LOC724215	CM009933.2	+	24	4715	4560	15	140	protein_coding		RefSeq	XP_026295484	protein_coding		RefSeq	True	False
XM_026439701	LOC724215	CM009933.2	+	24	4936	4500	296	140	protein_coding		RefSeq	XP_026295486	protein_coding		RefSeq	False	False
XM_006566788	LOC724885	CM009933.2	+	8	5307	1686	1250	2371	protein_coding		RefSeq	XP_006566851	protein_coding		RefSeq	False	False
XM_001120785	LOC724885	CM009933.2	+	8	5222	1731	1120	2371	protein_coding		RefSeq	XP_001120785	protein_coding		RefSeq	True	False
NR_127323	GeneID_104794343	CM009933.2	-	1	75	0	0	0	miRNA	Mir6047a	RefSeq		pre_miRNA		RefSeq	True	False
GeneID_104794343_t1	GeneID_104794343	CM009933.2	-	1	22	0	0	0	miRNA	Mir6047a	RefSeq		miRNA	Mir6047a_t1	RefSeq	False	False
XM_016911165	LOC725036	CM009933.2	+	5	1529	675	635	219	protein_coding		RefSeq	XP_016766654	protein_coding		RefSeq	True	False
XM_026439732	LOC725036	CM009933.2	+	6	1162	675	268	219	protein_coding		RefSeq	XP_026295517	protein_coding		RefSeq	False	False
XM_001120196	LOC725036	CM009933.2	+	6	1106	675	212	219	protein_coding		RefSeq	XP_001120196	protein_coding		RefSeq	False	False
XM_625186	LOC552811	CM009933.2	+	11	2125	1938	90	97	protein_coding		RefSeq	XP_625189	protein_coding		RefSeq	True	False
XM_006558427	LOC411563	CM009933.2	-	9	2191	1854	222	115	protein_coding		RefSeq	XP_006558490	protein_coding		RefSeq	False	False
XM_395034	LOC411563	CM009933.2	-	10	2301	1962	224	115	protein_coding		RefSeq	XP_395034	protein_coding		RefSeq	True	False
XM_006558428	LOC411563	CM009933.2	-	9	1953	1611	225	117	protein_coding		RefSeq	XP_006558491	protein_coding		RefSeq	False	False
XM_006560957	LOC100576290	CM009933.2	+	4	2381	2235	119	27	protein_coding		RefSeq	XP_006561020	protein_coding		RefSeq	True	False
GeneID_100629016_t1	GeneID_100629016	CM009933.2	+	1	21	0	0	0	pre_miRNA	Mir3722	RefSeq		miRNA	Mir3722_t1	RefSeq	False	False
NR_039470	GeneID_100629016	CM009933.2	+	1	122	0	0	0	pre_miRNA	Mir3722	RefSeq		pre_miRNA		RefSeq	True	False
XM_395729	LOC412267	CM009933.2	-	9	1530	1218	209	103	protein_coding		RefSeq	XP_395729	protein_coding		RefSeq	True	False
XM_006568482	LOC409932	CM009933.2	-	6	2409	1716	387	306	protein_coding		RefSeq	XP_006568545	protein_coding		RefSeq	True	False
XM_026439395	LOC409932	CM009933.2	-	6	2639	1701	632	306	protein_coding		RefSeq	XP_026295180	protein_coding		RefSeq	False	False
XM_016911075	LOC100578530	CM009933.2	+	5	997	621	97	279	protein_coding		RefSeq	XP_016766564	protein_coding		RefSeq	True	False
XR_411441	LOC102656557	CM009933.2	+	4	1857	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001706488	LOC107966069	CM009933.2	+	2	1105	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006569247	LOC551235	CM009933.2	+	9	2442	1827	133	482	protein_coding		RefSeq	XP_006569310	protein_coding		RefSeq	True	False
XR_003304352	LOC113218642	CM009933.2	-	2	846	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_625177	LOC552802	CM009933.2	-	3	861	372	284	205	protein_coding		RefSeq	XP_625180	protein_coding		RefSeq	True	False
XM_006566785	LOC551874	CM009933.2	+	4	1535	1179	284	72	protein_coding		RefSeq	XP_006566848	protein_coding		RefSeq	True	False
XM_006566786	LOC551874	CM009933.2	+	5	1393	1131	191	71	protein_coding		RefSeq	XP_006566849	protein_coding		RefSeq	False	False
XM_006558384	LOC551043	CM009933.2	-	11	2396	1644	672	80	protein_coding		RefSeq	XP_006558447	protein_coding		RefSeq	False	False
XM_006558382	LOC551043	CM009933.2	-	11	2541	1644	817	80	protein_coding		RefSeq	XP_006558445	protein_coding		RefSeq	True	False
XM_006558383	LOC551043	CM009933.2	-	11	2418	1644	694	80	protein_coding		RefSeq	XP_006558446	protein_coding		RefSeq	False	False
XM_623439	LOC551043	CM009933.2	-	11	2371	1644	647	80	protein_coding		RefSeq	XP_623442	protein_coding		RefSeq	False	False
XM_006558381	LOC551043	CM009933.2	-	11	2509	1644	785	80	protein_coding		RefSeq	XP_006558444	protein_coding		RefSeq	False	False
GeneID_104796630_t1	GeneID_104796630	CM009933.2	+	1	22	0	0	0	pre_miRNA	Mir9868	RefSeq		miRNA	Mir9868_t1	RefSeq	False	False
NR_127349	GeneID_104796630	CM009933.2	+	1	86	0	0	0	pre_miRNA	Mir9868	RefSeq		pre_miRNA		RefSeq	True	False
XM_396892	LOC413448	CM009933.2	-	1	4621	2148	197	2276	protein_coding		RefSeq	XP_396892	protein_coding		RefSeq	True	False
LOC100576888_df_pt	LOC100576888	CM009933.2	-	2	929	0	0	0	pseudogene		RefSeq		pseudogene		RefSeq	True	False
XM_016911125	LOC410044	CM009933.2	+	9	4681	3135	522	1024	protein_coding		RefSeq	XP_016766614	protein_coding		RefSeq	False	False
XM_006560859	LOC410044	CM009933.2	+	8	5202	3135	1043	1024	protein_coding		RefSeq	XP_006560922	protein_coding		RefSeq	False	False
XM_016911123	LOC410044	CM009933.2	+	12	5546	3612	910	1024	protein_coding		RefSeq	XP_016766612	protein_coding		RefSeq	True	False
XM_016911124	LOC410044	CM009933.2	+	12	5545	3609	912	1024	protein_coding		RefSeq	XP_016766613	protein_coding		RefSeq	False	False
XM_624570	LOC552193	CM009933.2	+	8	3600	1446	268	1886	protein_coding		RefSeq	XP_624573	protein_coding		RefSeq	True	False
XM_006568487	LOC552625	CM009933.2	+	6	2596	2094	160	342	protein_coding		RefSeq	XP_006568550	protein_coding		RefSeq	True	False
XM_393397	LOC409906	CM009933.2	+	19	3795	3600	0	195	protein_coding		RefSeq	XP_393397	protein_coding		RefSeq	True	False
XM_026439406	LOC550691	CM009933.2	-	9	1896	1506	287	103	protein_coding		RefSeq	XP_026295191	protein_coding		RefSeq	False	False
XM_026439407	LOC550691	CM009933.2	-	9	1860	1506	251	103	protein_coding		RefSeq	XP_026295192	protein_coding		RefSeq	False	False
XM_006572136	LOC550691	CM009933.2	-	9	1876	1563	210	103	protein_coding		RefSeq	XP_006572199	protein_coding		RefSeq	True	False
XM_026439747	LOC113218662	CM009933.2	-	5	3015	2592	224	199	protein_coding		RefSeq	XP_026295532	protein_coding		RefSeq	True	False
XM_026439737	LOC724737	CM009933.2	-	5	10052	3225	1850	4977	protein_coding		RefSeq	XP_026295522	protein_coding		RefSeq	False	False
XM_026439736	LOC724737	CM009933.2	-	4	10147	3225	1850	5072	protein_coding		RefSeq	XP_026295521	protein_coding		RefSeq	True	False
XR_001702458	LOC100578283	CM009933.2	-	3	892	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304590	LOC100576797	CM009934.2	+	7	1203	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026440385	LOC100576797	CM009934.2	+	6	1098	864	81	153	protein_coding		RefSeq	XP_026296170	protein_coding		RefSeq	False	False
XM_026440384	LOC100576797	CM009934.2	+	7	1362	1077	134	151	protein_coding		RefSeq	XP_026296169	protein_coding		RefSeq	True	False
XM_016911974	LOC411589	CM009934.2	+	20	4132	3693	101	338	protein_coding		RefSeq	XP_016767463	protein_coding		RefSeq	True	False
XM_003249947	LOC100576272	CM009934.2	+	6	1227	900	149	178	protein_coding		RefSeq	XP_003249995	protein_coding		RefSeq	True	False
XM_006569373	LOC724629	CM009934.2	-	1	511	198	153	160	protein_coding		RefSeq	XP_006569436	protein_coding		RefSeq	True	False
XM_396145	LOC412690	CM009934.2	+	7	1596	1137	218	241	protein_coding		RefSeq	XP_396145	protein_coding		RefSeq	True	False
XM_026440030	LOC413590	CM009934.2	+	10	1500	1314	186	0	protein_coding		RefSeq	XP_026295815	protein_coding		RefSeq	True	False
XM_016911788	LOC411013	CM009934.2	-	9	2536	1755	274	507	protein_coding		RefSeq	XP_016767277	protein_coding		RefSeq	True	False
XR_408769	LOC552078	CM009934.2	+	16	2999	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006560577	LOC552078	CM009934.2	+	16	3635	2742	287	606	protein_coding		RefSeq	XP_006560640	protein_coding		RefSeq	True	False
XM_026440483	LOC100576383	CM009934.2	-	9	7069	1962	131	4976	protein_coding		RefSeq	XP_026296268	protein_coding		RefSeq	True	False
XM_016911775	LOC100576383	CM009934.2	-	9	8230	1722	1532	4976	protein_coding		RefSeq	XP_016767264	protein_coding		RefSeq	False	False
